keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
transgression,Georges Bataille,"Concept of crossing moral/sexual limits as a charged act, explaining the allure and danger of eroticism within constraint",Transgression and desire in Tarkovsky's cinema,(author not specified in abstract),Studies in Russian and Soviet Cinema,Vol 19 No 2,2025,https://www.tandfonline.com/doi/abs/10.1080/17503132.2025.2484703,"Reads Tarkovsky's subdued eroticism (Solaris, Andrei Rublev, Mirror) as 'guilty pleasure' negotiating Soviet moral standards against transgressive Western influences such as Nabokov's Lolita",abstract-only
queering,Eve Kosofsky Sedgwick / queer theory,"Analytic lens that denaturalizes heteronormativity, explaining how non-normative sexualities are read and claimed in culture",Queering Russian cinema as a community-building practice,Olga Andreevskikh,Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2241804,"Argues LGBTQ opinion leaders appropriate the term 'kvir' to read non-heteronormative gender/sexuality in Soviet and post-Soviet cinema, reclaiming film history as shared and individual LGBTQ heritage",abstract-only
decolonisation,(postcolonial/decolonial theory),"Framework for dismantling imperial cultural hierarchies, explaining how peripheral identities resist a dominant centre",Introduction: 'Different (Everyone is So)': conceptualisations of Russian and Russophone queer cinema in the twenty-first century,Vlad Strukov,Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2252702,"Argues a queer optic exposes the transnational, poly-cultural nature of 'Russian' vs 'Russophone' culture and contributes to de-colonising 'Russia' through queer subjectivities",abstract-only
transnationalism,(transnational cinema studies),"Framework for film flows beyond national borders, explaining poly-cultural and diasporic cinematic identities",Introduction: 'Different (Everyone is So)': conceptualisations of Russian and Russophone queer cinema in the twenty-first century,Vlad Strukov,Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2252702,"Frames Russophone queer cinema as transnational and poly-cultural, with new centres of filmmaking redefining belonging beyond the nation-state",abstract-only
dialogism,Mikhail Bakhtin,"Theory of meaning as relational dialogue between voices/texts, explaining authorship and adaptation as intertextual negotiation",Film Adaptations of Russian Classics: Dialogism and Authorship (book review),(reviewer),Studies in Russian and Soviet Cinema,Vol 17 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/17503132.2023.2246826,Reviews Smith and Sobolev's study which applies Bakhtinian dialogism to frame a synergetic 'literary-cinematic space' where adaptations of Russian classics dialogue with their sources across temporal shifts,abstract-only
decolonial historiography,(decolonial theory),"Framework for correcting imperial-centred narratives, explaining how peripheral histories are recovered against a dominant centre",Special joint issue of Studies in Russian and Soviet Cinema and Culture of Ukraine (Kul'tura Ukrainy),"Jeremy Hicks, Leonid Machulin",Studies in Russian and Soviet Cinema,Vol 18 No 3,2024,https://www.tandfonline.com/doi/full/10.1080/17503132.2024.2405346,"Frames the special issue as challenging the Russocentric framing of Ukrainian cinema, foregrounding overlooked Ukrainian films, filmmakers and institutions amid Russia's invasion",abstract-only
agonistic mourning,Athena Athanasiou,"Concept of mourning as political resistance rather than closure, explaining how grief refuses normative containment under power",Trauma,Memory,and the Politics of Mourning in New Albanian Film from Kosovo,Tatjana Aleksić,2040,Vol 16 No 2,2024,abstract-only
thanatopolitics,(Achille Mbembe / biopolitics tradition),"Politics organised around death and the power to expose populations to death, explaining war and post-war regimes of violence",Trauma,Memory,and the Politics of Mourning in New Albanian Film from Kosovo,Tatjana Aleksić,2040,Vol 16 No 2,2024,abstract-only
communicative memory,Jan and Aleida Assmann,"Distinction between short-term communicative memory (80-100 yrs) and long-term cultural memory, explaining generational dynamics of remembering",Communicative Generations between Cold War Trauma and HBO-Type 'Televisuality',Andrea Virginás,Eastern European Screen Studies,Vol 17 No 1,2024,https://www.tandfonline.com/doi/full/10.1080/2040350X.2024.2388409,"Uses Assmann's three communicative generations to argue HBO-type series (Chernobyl, The Informant, Spy/Master) aestheticise Cold War trauma for 'forgetters' and 'mourners' who lack personal memory",abstract-only
televisuality,John Thornton Caldwell,"Concept of stylistic exhibitionism and excess in television, explaining how high-end TV signals prestige and authorship",Communicative Generations between Cold War Trauma and HBO-Type 'Televisuality',Andrea Virginás,Eastern European Screen Studies,Vol 17 No 1,2024,https://www.tandfonline.com/doi/full/10.1080/2040350X.2024.2388409,Argues HBO-type televisuality and midcult aesthetics remediate Cold War-era television for the digital era while processing Eastern European collective trauma,abstract-only
ecocinema,(ecocinema studies / Scott MacDonald),"Critical framework for film's ecological vision, explaining how cinema cultivates an environmental point of view",Eden and Eastern European Ecocinema (book review),György Kalmár,Eastern European Screen Studies,Vol 16 No 3,2023,https://www.tandfonline.com/doi/full/10.1080/2040350X.2023.2187526,"Examines the rise of an ecological point of view in Hungarian cinema via Agnes Kocsis's Eden (2020), asking how far the ecocritical approach rewrites established local filmmaking traditions",abstract-only
postmemory,Marianne Hirsch,"Concept of memory inherited by later generations through images/stories, explaining transgenerational transmission of trauma",Embodied Point of View: The Turn to Personal Expression in Late Soviet Baltic Documentary Cinema,Zane Balčus,Eastern European Screen Studies,Vol 17 No 1,2026,https://www.tandfonline.com/toc/reec20/current,"Argues Baltic documentary filmmakers use archival materials, photographs and animation to voice postmemory-generation narratives of 1940s deportations and Soviet occupation in the first person (exact article DOI unverified; cited to current-issue TOC)",abstract-only
self-reflexivity,(documentary reflexivity / Bill Nichols),"Mode in which the film foregrounds its own construction, explaining the filmmaker's subjective presence in nonfiction",Embodied Point of View: The Turn to Personal Expression in Late Soviet Baltic Documentary Cinema,Zane Balčus,Eastern European Screen Studies,Vol 17 No 1,2026,https://www.tandfonline.com/toc/reec20/current,"Argues that personal expression and on-screen physical presence were exceptions in centralised Soviet Baltic documentary, marking an embodied subjective turn toward microhistory (exact article DOI unverified; cited to current-issue TOC)",abstract-only
modernity critique,Bruno Latour,"Argument that the nature/culture divide is a uniquely modern construct, explaining how 'we have never been modern'",We Have Never Been Modern: (Re)Constructing Debates (on Intersex) in the Past,(author not specified in abstract),Eastern European Screen Studies,Vol 17 No 1,2025,https://www.tandfonline.com/doi/full/10.1080/29974828.2025.2531629,Uses the Czech film's Latour-derived title to analyse the limited exportability of present-day Czech cinema and how the intersex plot was targeted and communicated to different audiences,abstract-only
performative documentary,Bill Nichols,"Documentary mode emphasising subjective, embodied and affective engagement, explaining presenter-led nonfiction performance",From Weird Weekends to Porn's MeToo: Louis Theroux,performance,and the shifting politics of television documentary,(author),2025,Vol 19 (online first),2025,abstract-only
authorship,(presenter-led / auteur theory),"Framework for the author-function in screen media, explaining how a recognisable persona structures meaning and ethics",From Weird Weekends to Porn's MeToo: Louis Theroux,performance,and the shifting politics of television documentary,(author),2025,Vol 19 (online first),2025,abstract-only
indexicality,(C. S. Peirce / documentary indexicality),"Sign that is physically connected to its referent, explaining documentary's evidentiary claim to capture the real",Digitalizing Xianchang: documentary experiments on Shanghai COVID lockdown,Jinyan Zeng,Studies in Documentary Film,Vol 19 No 2,2025,https://www.tandfonline.com/doi/full/10.1080/17503280.2025.2462526,"Argues the documentary The Memo expands the indexicality of image and audio in the digital era, reconstructing a digital xianchang of witnessing and testimony",abstract-only
