Part,MajorNo,Major,Sub,Theory,Theorists,OldMajor,Source
Economics,VII,Institutional & Evolutionary Economics,Evolutionary Economics,Cultural Evolution in Economics,"Herbert Gintis, Samuel Bowles",XVI. Evolutionary Economics (Beyond Biology),CSV
Economics,VII,Institutional & Evolutionary Economics,Evolutionary Economics,Institutional Evolution (Economics),"Thorstein Veblen, Douglass North",XVI. Evolutionary Economics (Beyond Biology),CSV
Economics,VIII,Political Economy & Public Choice,Identity Economics,Identity Economics,"George A. Akerlof, Rachel E. Kranton",XVII. Identity Economics,CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Happiness & Wellbeing,Happiness Economics,"Richard Layard, Daniel Kahneman",XVIII. Happiness Economics,CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Happiness & Wellbeing,Easterlin Paradox,Richard Easterlin,XVIII. Happiness Economics,CSV
Economics,VI,Behavioral Finance & Asset Markets,Neuro-Finance,Neuro-Finance,Andrew W. Lo,XIX. Neuro-Finance,CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Cultural Behavioral Economics (Development),"Karla Hoff, Joseph E. Stiglitz",XX. Behavioral Development Economics (Second Wave),CSV
Economics,X,"Labor, Personnel & Inequality Economics",Personnel & Organizational,Psychological Contracts (Economics),Denise Rousseau,XXI. Personnel Economics (Behavioral),CSV
Economics,X,"Labor, Personnel & Inequality Economics",Personnel & Organizational,Intrinsic vs. Extrinsic Motivation (Behavioral Economics),"Bruno S. Frey, George A. Akerlof",XXI. Personnel Economics (Behavioral),CSV
Economics,VIII,Political Economy & Public Choice,Public Choice & Political Behavior,Behavioral Public Choice Theory,Bryan Caplan,XXII. Behavioral Public Choice,CSV
Economics,V,Information & Contract Economics,Behavioral Law & Economics,Behavioral Law and Economics,"Cass Sunstein, Christine Jolls, Richard Thaler",XXIII. Behavioral Law and Economics,CSV
Economics,IV,Behavioral Game Theory & Strategic Interaction,Evolutionary Game Theory,Evolutionary Game Theory (Economics),"John Maynard Smith, Robert Axelrod",XXIV. Evolutionary Game Theory (Economics),CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Behavioral Industrial Organization,Consumer Manipulation Theory (Behavioral IO),Stefano DellaVigna,XXV. Behavioral IO (Industrial Organization),CSV
Economics,II,Macroeconomics & Monetary Theory,Behavioral Macroeconomics,Behavioral Macroeconomics,"George A. Akerlof, Robert J. Shiller",XXVI. Behavioral Macroeconomics,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Urban & Real Estate,Behavioral Urban Economics,N/A (Emerging field),XXVII. Behavioral Urban Economics,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Urban & Real Estate,Behavioral Real Estate Economics,Peter N. Goettl,XXVIII. Behavioral Real Estate,CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Behavioral Marketing & Pricing,Behavioral Pricing,Richard Thaler,XXIX. Behavioral Marketing,CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Behavioral Public Health Economics,N/A (Applied field),XXX. Behavioral Public Health Economics,CSV
Economics,IX,Development & Environmental Economics,Environmental & Resource Economics,Behavioral Environmental Policy,Elke U. Weber,XXXI. Behavioral Environmental Policy,CSV
Economics,VI,Behavioral Finance & Asset Markets,Market Anomalies & Bubbles,Rational Bubbles (Behavioral Economics),Olivier Blanchard,XXXII. Behavioral Finance (Bubbles & Crashes),CSV
Economics,III,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,Rational Addiction Theory,"Gary Becker, Kevin Murphy",XXXIII. Behavioral Economics of Addiction,CSV
Economics,III,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,Addiction as a Self-Control Problem (Behavioral Economics),"George Loewenstein, Jon Elster",XXXIII. Behavioral Economics of Addiction,CSV
Economics,V,Information & Contract Economics,Contracts & Mechanism Design,Incomplete Contracts (Behavioral Economics),Oliver Hart,XXXIV. Behavioral Contracts,CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Behavioral Insights for Development,"World Bank, J-PAL",XXXV. Behavioral Development Economics (Behavioral Insights),CSV
Economics,IV,Behavioral Game Theory & Strategic Interaction,Social Norms & Cooperation,Intentions-Based Reciprocity,"Armin Falk, Urs Fischbacher",XXXVI. Behavioral Game Theory (Social Preferences),CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Behavioral Industrial Organization,Price Stickiness (Behavioral Economics),"George Akerlof, Janet Yellen",XXXVII. Behavioral Industrial Organization (Pricing),CSV
Economics,X,"Labor, Personnel & Inequality Economics",Discrimination & Inequality,Behavioral Discrimination (Economics),"Marianne Bertrand, Sendhil Mullainathan",XXXVIII. Behavioral Labor Economics (Discrimination),CSV
Economics,VIII,Political Economy & Public Choice,Public Choice & Political Behavior,Political Biases (Behavioral Public Economics),Bryan Caplan,XXXIX. Behavioral Public Economics (Policy Biases),CSV
Economics,VI,Behavioral Finance & Asset Markets,Market Anomalies & Bubbles,Equity Premium Puzzle (Behavioral),,XL. Behavioral Finance (Puzzles),CSV
Economics,V,Information & Contract Economics,Behavioral Law & Economics,Behavioral Deterrence (Law and Economics),"Richard H. McAdams, Thomas S. Ulen",XLI. Behavioral Law and Economics (Punishment),CSV
Economics,VII,Institutional & Evolutionary Economics,Complexity & Agent-Based Economics,Adaptive Learning (Complexity Economics),W. Brian Arthur,XLII. Complexity Economics (Adaptive Learning),CSV
Economics,VII,Institutional & Evolutionary Economics,Evolutionary Economics,Innovation and Evolution (Economics),"Joseph Schumpeter, Richard R. Nelson, Sidney G. Winter",XLIII. Evolutionary Economics (Innovation),CSV
Economics,VIII,Political Economy & Public Choice,Identity Economics,Identity and Labor Supply Theory,"George A. Akerlof, Rachel E. Kranton",XLIV. Identity Economics (Behavioral Applications),CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Happiness & Wellbeing,Relative Income Hypothesis (Happiness),Richard Layard,XLV. Happiness Economics (Social Factors),CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Behavioral Marketing & Pricing,Consumer Neuromarketing,Read Montague,XLVI. Neuro-Marketing,CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Behavioral Education Interventions,N/A (Applied field),XLVII. Behavioral Development Economics (Education),CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Prosocial Behavior in Public Goods (Behavioral),"Elinor Ostrom, Ernst Fehr",XLVIII. Behavioral Public Economics (Prosociality),CSV
Economics,VI,Behavioral Finance & Asset Markets,Microstructure & Household Finance,Household Behavioral Finance,Richard Thaler,XLIX. Behavioral Finance (Household Finance),CSV
Economics,V,Information & Contract Economics,Behavioral Law & Economics,Behavioral Crime and Deterrence Theory,"Richard H. McAdams, Thomas S. Ulen",L. Behavioral Economics of Crime,CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Behavioral Trade Theory,N/A (Emerging field),LI. Behavioral International Economics,CSV
Economics,II,Macroeconomics & Monetary Theory,Behavioral Macroeconomics,Behavioral Asset Pricing Theory,Robert J. Shiller,LII. Behavioral Macroeconomics (Asset Prices),CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Regulatory Nudges (Behavioral),Cass Sunstein,LIII. Behavioral Regulation,CSV
Economics,IX,Development & Environmental Economics,Environmental & Resource Economics,Behavioral Policy Design for Environment,N/A (Applied field),LIV. Behavioral Environmental Economics (Policy),CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Behavioral Adherence (Health),N/A (Applied field),LV. Behavioral Health Economics (Adherence),CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Behavioral Teacher Incentives,Roland Fryer Jr.,LVI. Behavioral Education Economics (Teacher Incentives),CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Retirement Savings (Behavioral Economics),"Richard Thaler, Shlomo Benartzi",LVII. Behavioral Public Economics (Pensions),CSV
Economics,VI,Behavioral Finance & Asset Markets,Market Anomalies & Bubbles,Greater Fool Theory (Behavioral Finance),"N/A (Common market explanation, behavioral)",LVIII. Behavioral Finance (Speculative Bubbles),CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Ethics & Normative Economics,Ethical Decision Making (Behavioral Economics),"Max H. Bazerman, Ann E. Tenbrunsel",LIX. Behavioral Ethics (Economics),CSV
Economics,XIII,"Platform, Digital & Data Economy",Gig & Automation Economy,Automation and Behavioral Response (Labor),"Daron Acemoglu, Simon Johnson (behavioral aspects)",LX. Behavioral Labor Economics (Automation),CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Risk Preferences in Development (Behavioral),"Chris Udry, Esther Duflo",LXI. Behavioral Development Economics (Risk),CSV
Economics,IX,Development & Environmental Economics,Environmental & Resource Economics,Stated Preference Biases (Environmental Economics),John B. Loomis,LXII. Behavioral Environmental Economics (Valuation),CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Prevention Behavior (Behavioral Health Economics),N/A (Applied field),LXIII. Behavioral Health Economics (Prevention),CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Financial Literacy (Behavioral Education),Annamaria Lusardi,LXIV. Behavioral Education Economics (Financial Literacy),CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Tax Evasion (Behavioral Economics),James Alm,LXV. Behavioral Public Economics (Compliance),CSV
Economics,VI,Behavioral Finance & Asset Markets,Microstructure & Household Finance,Order Flow Imbalance (Behavioral Finance),Andrei Shleifer,LXVI. Behavioral Finance (Market Microstructure),CSV
Economics,V,Information & Contract Economics,Behavioral Law & Economics,Contract Enforcement (Behavioral Law and Economics),Robert Cooter,LXVII. Behavioral Law and Economics (Contract Enforcement),CSV
Economics,VII,Institutional & Evolutionary Economics,Complexity & Agent-Based Economics,Emergence (Complexity Economics),W. Brian Arthur,LXVIII. Complexity Economics (Emergence),CSV
Economics,VII,Institutional & Evolutionary Economics,Evolutionary Economics,Behavioral Roots of Evolutionary Economics,N/A (Conceptual link),LXIX. Evolutionary Economics (Behavioral Roots),CSV
Economics,VIII,Political Economy & Public Choice,Identity Economics,Identity and Consumption (Economics),"George A. Akerlof, Rachel E. Kranton",LXX. Identity Economics (Consumer Behavior),CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Happiness & Wellbeing,Happiness Policy (Economics),Richard Layard,LXXI. Happiness Economics (Policy),CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Behavioral Marketing & Pricing,Neuro-Pricing,N/A (Marketing application of neuroeconomics),LXXII. Neuro-Pricing,CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Social Learning in Development (Behavioral Economics),"Esther Duflo, Abhijit Banerjee",LXXIII. Behavioral Development Economics (Social Learning),CSV
Economics,VIII,Political Economy & Public Choice,Behavioral Public Economics,Asymmetric Paternalism,"Colin Camerer, George Loewenstein, Matthew Rabin",LXXIV. Behavioral Public Economics (Paternalism),CSV
Economics,VI,Behavioral Finance & Asset Markets,Market Anomalies & Bubbles,Behavioral Market Efficiency Theory,Andrei Shleifer,LXXV. Behavioral Finance (Market Efficiency),CSV
Economics,V,Information & Contract Economics,Behavioral Law & Economics,Expressive Law (Behavioral Law and Economics),Richard H. McAdams,LXXVI. Behavioral Law and Economics (Compliance),CSV
Economics,VII,Institutional & Evolutionary Economics,Complexity & Agent-Based Economics,Emergent Innovation (Complexity Economics),W. Brian Arthur,LXXVII. Complexity Economics (Innovation),CSV
Economics,VII,Institutional & Evolutionary Economics,Evolutionary Economics,Co-evolution of Institutions and Preferences (Economics),"Samuel Bowles, Herbert Gintis",LXXVIII. Evolutionary Economics (Institutions),CSV
Economics,VIII,Political Economy & Public Choice,Identity Economics,Identity and Motivation (Work Economics),"George A. Akerlof, Rachel E. Kranton",LXXIX. Identity Economics (Workplace),CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Happiness & Wellbeing,Social Capital and Happiness (Economics),Robert Putnam,LXXX. Happiness Economics (Social Capital),CSV
Economics,XI,"Marketing, Consumption & Industrial Organization",Behavioral Marketing & Pricing,Brain and Purchase Decisions (Neuro-Marketing),Antonio Damasio (related concepts),LXXXI. Neuro-Marketing (Decision Process),CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Gender Biases in Development (Behavioral Economics),"Esther Duflo, Abhijit Banerjee",LXXXII. Behavioral Development Economics (Gender),CSV
Economics,VIII,Political Economy & Public Choice,Public Choice & Political Behavior,Rational Ignorance (Behavioral Public Economics),"Anthony Downs (classic concept, behavioral applications)",LXXXIII. Behavioral Public Economics (Political Behavior),CSV
Economics,VI,Behavioral Finance & Asset Markets,Market Anomalies & Bubbles,Noise Trader Theory (Behavioral Finance),"Andrei Shleifer, Lawrence Summers",LXXXIV. Behavioral Finance (Bubbles & Crashes),CSV
Economics,V,Information & Contract Economics,Behavioral Law & Economics,Behavioral Property Rights (Law and Economics),N/A (Emerging area),LXXXV. Behavioral Law and Economics (Property Rights),CSV
Economics,VII,Institutional & Evolutionary Economics,Complexity & Agent-Based Economics,Learning and Adaptation (Complexity Economics),W. Brian Arthur,LXXXVI. Complexity Economics (Learning),CSV
Economics,VII,Institutional & Evolutionary Economics,Evolutionary Economics,Indirect Reciprocity (Evolutionary Economics),Richard Alexander,LXXXVII. Evolutionary Economics (Cooperation),CSV
Economics,VIII,Political Economy & Public Choice,Identity Economics,Identity and Social Policy (Economics),"George A. Akerlof, Rachel E. Kranton",LXXXVIII. Identity Economics (Social Policy),CSV
Economics,XII,"Welfare, Happiness & Heterodox Economics",Happiness & Wellbeing,Relative Deprivation (Happiness Economics),"Runciman (sociology, applied to economics)",LXXXIX. Happiness Economics (Relative Deprivation),CSV
Economics,III,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,Neurobiology of Market Behavior,Terry Lohrenz,XC. Neuroeconomics (Market Dynamics),CSV
Economics,IX,Development & Environmental Economics,Behavioral Development Economics,Risk Preferences & Poverty (Behavioral Development),Jonathan Morduch,XCI. Behavioral Development Economics (Risk Management),CSV
Economics,IX,Development & Environmental Economics,Environmental & Resource Economics,Moral Licensing (Environmental Economics),Lisa Zaval,XCII. Behavioral Environmental Economics (Valuation),CSV
Economics,IX,Development & Environmental Economics,Health & Education Economics,Information Overload (Behavioral Health Economics),George Loewenstein,XCIII. Behavioral Health Economics (Information),CSV
