film_title,film_year,film_wikidata,tmdb_id,n_director_refs,director_slugs,rep_types,source
A Soldier's Story,1984,,,0,,,film_lineage
"Careful, He Might Hear You",1984,,,0,,,film_lineage
Under the Volcano,1984,,,0,,,film_lineage
The Shooting Party,1985,,,0,,,film_lineage
Blood Simple,1985,,,0,,,film_lineage
Dreamchild,1985,,,0,,,film_lineage
My Beautiful Laundrette,1986,,,0,,,film_lineage
Round Midnight,1986,,,0,,,film_lineage
Peggy Sue Got Married,1986,,,0,,,film_lineage
The Untouchables,1987,,,0,,,film_lineage
Gaby: A True Story,1987,,,0,,,film_lineage
Cry Freedom,1987,,,0,,,film_lineage
Fatal Attraction,1987,,,0,,,film_lineage
The Last Temptation of Christ,1988,,,0,,,film_lineage
Tucker: The Man and His Dream,1988,,,0,,,film_lineage
Running on Empty,1988,,,0,,,film_lineage
Gorillas in the Mist,1988,,,0,,,film_lineage
Midnight Run,1988,,,0,,,film_lineage
Hamlet,1990,,,0,,,film_lineage
Awakenings,1990,,,0,,,film_lineage
Metropolitan,1990,,,0,,,film_lineage
Mr. & Mrs. Bridge,1990,,,0,,,film_lineage
Avalon,1990,,,0,,,film_lineage
Homicide,1991,,,0,,,film_lineage
Dead Again,1991,,,0,,,film_lineage
Boyz n the Hood,1991,,,0,,,film_lineage
Frankie and Johnny,1991,,,0,,,film_lineage
A Few Good Men,1992,,,0,,,film_lineage
One False Move,1992,,,0,,,film_lineage
Peter's Friends,1992,,,0,,,film_lineage
Bob Roberts,1992,,,0,,,film_lineage
The Age of Innocence,1993,,,0,,,film_lineage
Shadowlands,1993,,,0,,,film_lineage
Much Ado About Nothing,1993,,,0,,,film_lineage
The Joy Luck Club,1993,,,0,,,film_lineage
Bullets over Broadway,1994,,,0,,,film_lineage
Tom & Viv,1994,,,0,,,film_lineage
Heavenly Creatures,1994,,,0,,,film_lineage
The American President,1995,,,0,,,film_lineage
Mighty Aphrodite,1995,,,0,,,film_lineage
Persuasion,1995,,,0,,,film_lineage
Everyone Says I Love You,1996,,,0,,,film_lineage
Jerry Maguire,1996,,,0,,,film_lineage
The Wings of the Dove,1997,,,0,,,film_lineage
The Rainmaker,1997,,,0,,,film_lineage
Jackie Brown,1997,,,0,,,film_lineage
Happiness,1998,,,0,,,film_lineage
Lolita,1997,,,0,,,film_lineage
A Simple Plan,1998,,,0,,,film_lineage
Dancing at Lughnasa,1998,,,0,,,film_lineage
Croupier,2000,,,0,,,film_lineage
Billy Elliot,2000,,,0,,,film_lineage
Wonder Boys,2000,,,0,,,film_lineage
Sunshine,1999,,,0,,,film_lineage
Black Hawk Down,2001,,,0,,,film_lineage
The Pledge,2001,,,0,,,film_lineage
Adaptation,2002,,,0,,,film_lineage
Gangs of New York,2002,,,0,,,film_lineage
The Quiet American,2002,,,0,,,film_lineage
Thirteen Conversations About One Thing,2002,,,0,,,film_lineage
Frida,2002,,,0,,,film_lineage
The Last Samurai,2003,,,0,,,film_lineage
The Station Agent,2003,,,0,,,film_lineage
House of Sand and Fog,2003,,,0,,,film_lineage
Cold Mountain,2003,,,0,,,film_lineage
In America,2003,,,0,,,film_lineage
Seabiscuit,2003,,,0,,,film_lineage
Closer,2004,,,0,,,film_lineage
Kinsey,2004,,,0,,,film_lineage
Collateral,2004,,,0,,,film_lineage
Match Point,2005,,,0,,,film_lineage
Memoirs of a Geisha,2005,,,0,,,film_lineage
Munich,2005,,,0,,,film_lineage
Syriana,2005,,,0,,,film_lineage
Blood Diamond,2006,,,0,,,film_lineage
The Devil Wears Prada,2006,,,0,,,film_lineage
Flags of Our Fathers,2006,,,0,,,film_lineage
The History Boys,2006,,,0,,,film_lineage
Notes on a Scandal,2006,,,0,,,film_lineage
The Painted Veil,2006,,,0,,,film_lineage
The Bourne Ultimatum,2007,,,0,,,film_lineage
The Bucket List,2007,,,0,,,film_lineage
The Kite Runner,2007,,,0,,,film_lineage
Lars and the Real Girl,2007,,,0,,,film_lineage
Burn After Reading,2008,,,0,,,film_lineage
Changeling,2008,,,0,,,film_lineage
The Curious Case of Benjamin Button,2008,,,0,,,film_lineage
Defiance,2008,,,0,,,film_lineage
Frost/Nixon,2008,,,0,,,film_lineage
Another Year,2010,,,0,,,film_lineage
The Fighter,2010,,,0,,,film_lineage
Hereafter,2010,,,0,,,film_lineage
Shutter Island,2010,,,0,,,film_lineage
The Town,2010,,,0,,,film_lineage
Toy Story 3,2010,,,0,,,film_lineage
True Grit,2010,,,0,,,film_lineage
The Girl with the Dragon Tattoo,2011,,,0,,,film_lineage
Harry Potter and the Deathly Hallows – Part 2,2011,,,0,,,film_lineage
The Ides of March,2011,,,0,,,film_lineage
J. Edgar,2011,,,0,,,film_lineage
War Horse,2011,,,0,,,film_lineage
Looper,2012,,,0,,,film_lineage
The Perks of Being a Wallflower,2012,,,0,,,film_lineage
Promised Land,2012,,,0,,,film_lineage
Lone Survivor,2013,,,0,,,film_lineage
Prisoners,2013,,,0,,,film_lineage
Saving Mr. Banks,2013,,,0,,,film_lineage
The Secret Life of Walter Mitty,2013,,,0,,,film_lineage
American Sniper,2014,,,0,,,film_lineage
Fury,2014,,,0,,,film_lineage
The LEGO Movie,2014,,,0,,,film_lineage
Nightcrawler,2014,,,0,,,film_lineage
Unbroken,2014,,,0,,,film_lineage
Bridge of Spies,2015,,,0,,,film_lineage
Creed,2015,,,0,,,film_lineage
The Hateful Eight,2015,,,0,,,film_lineage
Sicario,2015,,,0,,,film_lineage
Straight Outta Compton,2015,,,0,,,film_lineage
"Hail, Caesar!",2016,,,0,,,film_lineage
Hell or High Water,2016,,,0,,,film_lineage
Patriots Day,2016,,,0,,,film_lineage
Silence,2016,,,0,,,film_lineage
Sully,2016,,,0,,,film_lineage
Baby Driver,2017,,,0,,,film_lineage
Downsizing,2017,,,0,,,film_lineage
Dunkirk,2017,,,0,,,film_lineage
Logan,2017,,,0,,,film_lineage
The Ballad of Buster Scruggs,2018,,,0,,,film_lineage
Can You Ever Forgive Me?,2018,,,0,,,film_lineage
First Reformed,2018,,,0,,,film_lineage
Mary Poppins Returns,2018,,,0,,,film_lineage
A Quiet Place,2018,,,0,,,film_lineage
The Forty-Year-Old Version,2020,,,0,,,film_lineage
Judas and the Black Messiah,2020,,,0,,,film_lineage
The Midnight Sky,2020,,,0,,,film_lineage
News of the World,2020,,,0,,,film_lineage
Soul,2020,,,0,,,film_lineage
Sound of Metal,2020,,,0,,,film_lineage
Don't Look Up,2021,,,0,,,film_lineage
The Last Duel,2021,,,0,,,film_lineage
Nightmare Alley,2021,,,0,,,film_lineage
Red Rocket,2021,,,0,,,film_lineage
The Tragedy of Macbeth,2021,,,0,,,film_lineage
Glass Onion: A Knives Out Mystery,2022,,,0,,,film_lineage
RRR,2022,,,0,,,film_lineage
Till,2022,,,0,,,film_lineage
The Woman King,2022,,,0,,,film_lineage
Barbie,2023,,,0,,,film_lineage
The Boy and the Heron,2023,,,0,,,film_lineage
Ferrari,2023,,,0,,,film_lineage
The Holdovers,2023,,,0,,,film_lineage
The Iron Claw,2023,,,0,,,film_lineage
Maestro,2023,,,0,,,film_lineage
A Complete Unknown,2024,,,0,,,film_lineage
Furiosa: A Mad Max Saga,2024,,,0,,,film_lineage
Gladiator II,2024,,,0,,,film_lineage
Juror #2,2024,,,0,,,film_lineage
Queer,2024,,,0,,,film_lineage
A Real Pain,2024,,,0,,,film_lineage
Sing Sing,2023,,,0,,,film_lineage
3:10 to Yuma,1957,,,0,,,film_lineage
4 Little Girls,1997,,,0,,,film_lineage
The 7th Voyage of Sinbad,1958,,,0,,,film_lineage
13 Lakes,2004,,,0,,,film_lineage
20 Feet from Stardom,2013,,,0,,,film_lineage
"20,000 Leagues Under the Sea",1916,,,0,,,film_lineage
Abbott and Costello Meet Frankenstein,1948,,,0,,,film_lineage
Adam's Rib,1949,,,0,,,film_lineage
Alambrista!,1977,,,0,,,film_lineage
All My Babies,1953,,,0,,,film_lineage
Allures,1961,,,0,,,film_lineage
America America,1963,,,0,,,film_lineage
American Me,1992,,,0,,,film_lineage
Annabelle Serpentine Dance,1895,,,0,,,film_lineage
Antonia: A Portrait of the Woman,1974,,,0,,,film_lineage
Applause,1929,,,0,,,film_lineage
The Atomic Cafe,1982,,,0,,,film_lineage
Attica,1974,,,0,,,film_lineage
The Augustas,1930,,,0,,,film_lineage
Ball of Fire,1941,,,0,,,film_lineage
The Ballad of Gregorio Cortez,1982,,,0,,,film_lineage
Bamboozled,2000,,,0,,,film_lineage
The Band Wagon,1953,,,0,,,film_lineage
The Bargain,1914,,,0,,,film_lineage
The Battle of San Pietro,1945,,,0,,,film_lineage
The Battle of the Century,1927,,,0,,,film_lineage
The Beau Brummels,1928,,,0,,,film_lineage
Becky Sharp,1935,,,0,,,film_lineage
Before Stonewall,1984,,,0,,,film_lineage
Behind Every Good Man,1967,,,0,,,film_lineage
Ben-Hur: A Tale of the Christ,1925,,,0,,,film_lineage
Bert Williams: Lime Kiln Club Field Day,1913,,,0,,,film_lineage
Betty Tells Her Story,1972,,,0,,,film_lineage
Beverly Hills Cop,1984,,,0,,,film_lineage
Big Business,1929,,,0,,,film_lineage
The Big Heat,1953,,,0,,,film_lineage
The Big Lebowski,1998,,,0,,,film_lineage
The Big Sleep,1946,,,0,,,film_lineage
The Big Trail,1930,,,0,,,film_lineage
The Birds,1963,,,0,,,film_lineage
Black and Tan,1929,,,0,,,film_lineage
The Black Pirate,1926,,,0,,,film_lineage
The Black Stallion,1979,,,0,,,film_lineage
Blackboard Jungle,1955,,,0,,,film_lineage
Blacksmith Scene,1893,,,0,,,film_lineage
Blazing Saddles,1974,,,0,,,film_lineage
Bless Their Little Hearts,1984,,,0,,,film_lineage
The Blood of Jesus,1941,,,0,,,film_lineage
The Blue Bird,1918,,,0,,,film_lineage
The Blues Brothers,1980,,,0,,,film_lineage
Body and Soul,1925,,,0,,,film_lineage
Bohulano Family Film Collection,1950,,,0,,,film_lineage
Boulevard Nights,1979,,,0,,,film_lineage
Brandy in the Wilderness,1969,,,0,,,film_lineage
Bread,1918,,,0,,,film_lineage
The Breakfast Club,1985,,,0,,,film_lineage
A Bronx Morning,1931,,,0,,,film_lineage
Brooklyn Bridge,1981,,,0,,,film_lineage
Buena Vista Social Club,1999,,,0,,,film_lineage
The Buffalo Creek Flood: An Act of Man,1975,,,0,,,film_lineage
Bullitt,1968,,,0,,,film_lineage
Bush Mama,1979,,,0,,,film_lineage
Cab Calloway's home movies,1948,,,0,,,film_lineage
Cabin in the Sky,1943,,,0,,,film_lineage
The Cameraman,1928,,,0,,,film_lineage
Castro Street,1966,,,0,,,film_lineage
Chan Is Missing,1982,,,0,,,film_lineage
The Cheat,1915,,,0,,,film_lineage
The Chechahcos,1924,,,0,,,film_lineage
Chicana,1979,,,0,,,film_lineage
A Christmas Story,1983,,,0,,,film_lineage
Chulas Fronteras,1976,,,0,,,film_lineage
Cicero March,1966,,,0,,,film_lineage
The City,1939,,,0,,,film_lineage
Civilization,1916,,,0,,,film_lineage
The Clash of the Wolves,1925,,,0,,,film_lineage
Clerks,1994,,,0,,,film_lineage
Cologne: From the Diary of Ray and Esther,1939,,,0,,,film_lineage
"Commandment Keeper Church, Beaufort South Carolina, May 1940",1940,,,0,,,film_lineage
Common Threads: Stories from the Quilt,1989,,,0,,,film_lineage
Compensation,1999,,,0,,,film_lineage
A Computer Animated Hand,1972,,,0,,,film_lineage
Cooley High,1975,,,0,,,film_lineage
The Cool World,1963,,,0,,,film_lineage
Cops,1922,,,0,,,film_lineage
The Corbett–Fitzsimmons Fight,1897,,,0,,,film_lineage
A Corner in Wheat,1909,,,0,,,film_lineage
The Court Jester,1956,,,0,,,film_lineage
Crisis: Behind a Presidential Commitment,1963,,,0,,,film_lineage
Cruisin' J-Town,1975,,,0,,,film_lineage
The Cry of the Children,1912,,,0,,,film_lineage
The Cry of Jazz,1959,,,0,,,film_lineage
A Cure for Pokeritis,1912,,,0,,,film_lineage
The Curse of Quon Gwon,1916,,,0,,,film_lineage
Czechoslovakia 1968,1969,,,0,,,film_lineage
D.O.A.,1950,,,0,,,film_lineage
Daughter of Dawn,1920,,,0,,,film_lineage
Daughter of Shanghai,1937,,,0,,,film_lineage
David Holzman's Diary,1967,,,0,,,film_lineage
The Day the Earth Stood Still,1951,,,0,,,film_lineage
Days of Wine and Roses,1962,,,0,,,film_lineage
Dead Birds,1964,,,0,,,film_lineage
Decasia,2002,,,0,,,film_lineage
The Decline of Western Civilization,1981,,,0,,,film_lineage
Demolishing and Building Up the Star Theatre,1901,,,0,,,film_lineage
The Devil Never Sleeps,1994,,,0,,,film_lineage
The Dickson Experimental Sound Film,1894,,,0,,,film_lineage
Dinner at Eight,1933,,,0,,,film_lineage
Dirty Dancing,1987,,,0,,,film_lineage
Disneyland Dream,1956,,,0,,,film_lineage
Dixon-Wanamaker Expedition to Crow Agency,1908,,,0,,,film_lineage
Dog Star Man,1961,,,0,,,film_lineage
Dont Look Back,1967,,,0,,,film_lineage
Down Argentine Way,1940,,,0,,,film_lineage
Dracula (Spanish version),1931,,,0,,,film_lineage
The Dragon Painter,1919,,,0,,,film_lineage
Dream of a Rarebit Fiend,1906,,,0,,,film_lineage
Drums of Winter,1988,,,0,,,film_lineage
Duck Amuck,1953,,,0,,,film_lineage
Duck and Cover,1951,,,0,,,film_lineage
"Eadweard Muybridge, Zoopraxographer",1975,,,0,,,film_lineage
Early Abstractions,1939,,,0,,,film_lineage
Eaux d'Artifice,1953,,,0,,,film_lineage
Edge of the City,1957,,,0,,,film_lineage
Edison Kinetographic Record of a Sneeze,1894,,,0,,,film_lineage
El Mariachi,1992,,,0,,,film_lineage
El Norte,1983,,,0,,,film_lineage
Electronic Labyrinth: THX 1138 4EB,1967,,,0,,,film_lineage
Ella Cinders,1926,,,0,,,film_lineage
Emigrants Landing at Ellis Island,1903,,,0,,,film_lineage
The Emperor Jones,1933,,,0,,,film_lineage
Empire,1964,,,0,,,film_lineage
Employees' Entrance,1933,,,0,,,film_lineage
The Endless Summer,1966,,,0,,,film_lineage
Evergreen,1965,,,0,,,film_lineage
The Evidence of the Film,1913,,,0,,,film_lineage
The Exiles,1961,,,0,,,film_lineage
The Exploits of Elaine,1914,,,0,,,film_lineage
A Face in the Crowd,1957,,,0,,,film_lineage
Fake Fruit Factory,1986,,,0,,,film_lineage
The Fall of the House of Usher,1928,,,0,,,film_lineage
Fame,1980,,,0,,,film_lineage
Fatty's Tintype Tangle,1915,,,0,,,film_lineage
Felicia,1965,,,0,,,film_lineage
Field of Dreams,1989,,,0,,,film_lineage
Film Portrait,1972,,,0,,,film_lineage
Flash Gordon,1936,,,0,,,film_lineage
Flesh and the Devil,1927,,,0,,,film_lineage
The Forgotten Frontier,1931,,,0,,,film_lineage
Flowers and Trees,1932,,,0,,,film_lineage
Flower Drum Song,1961,,,0,,,film_lineage
The Flying Ace,1926,,,0,,,film_lineage
The Fog of War,2003,,,0,,,film_lineage
A Fool There Was,1915,,,0,,,film_lineage
Forbidden Planet,1956,,,0,,,film_lineage
Force of Evil,1948,,,0,,,film_lineage
The Four Horsemen of the Apocalypse,1921,,,0,,,film_lineage
Fox Movietone News: Jenkins Orphanage Band,1928,,,0,,,film_lineage
Frank Film,1973,,,0,,,film_lineage
Free Radicals,1979,,,0,,,film_lineage
Freedom Riders,2010,,,0,,,film_lineage
The Freshman,1925,,,0,,,film_lineage
From Stump to Ship,1930,,,0,,,film_lineage
From the Manger to the Cross,1912,,,0,,,film_lineage
Fuentes Family Home Movies Collection,1920,,,0,,,film_lineage
Fuji,1974,,,0,,,film_lineage
The Gang's All Here,1943,,,0,,,film_lineage
Ganja & Hess,1973,,,0,,,film_lineage
Garlic Is as Good as Ten Mothers,1980,,,0,,,film_lineage
George Stevens' World War II footage,1943,,,0,,,film_lineage
George Washington Carver at Tuskegee Institute,1937,,,0,,,film_lineage
Gerald McBoing-Boing,1950,,,0,,,film_lineage
Gertie the Dinosaur,1914,,,0,,,film_lineage
Gilda,1946,,,0,,,film_lineage
The Girl Without a Soul,1917,,,0,,,film_lineage
Glimpse of the Garden,1957,,,0,,,film_lineage
Glory,1989,,,0,,,film_lineage
The Goonies,1985,,,0,,,film_lineage
Grass,1925,,,0,,,film_lineage
Grease,1978,,,0,,,film_lineage
The Ground,1993,,,0,,,film_lineage
Growing Up Female,1971,,,0,,,film_lineage
H2O,1929,,,0,,,film_lineage
Hairspray,1988,,,0,,,film_lineage
Hair Piece: A Film for Nappyheaded People,1984,,,0,,,film_lineage
Hallelujah,1929,,,0,,,film_lineage
Hands Up!,1926,,,0,,,film_lineage
"Harlan County, USA",1976,,,0,,,film_lineage
He Who Gets Slapped,1924,,,0,,,film_lineage
Hell's Hinges,1916,,,0,,,film_lineage
Hell-Bound Train,1930,,,0,,,film_lineage
Heroes All,1920,,,0,,,film_lineage
Hester Street,1975,,,0,,,film_lineage
High School,1968,,,0,,,film_lineage
High Society,1956,,,0,,,film_lineage
Hindenburg disaster newsreel footage,1937,,,0,,,film_lineage
The Hole,1962,,,0,,,film_lineage
Home Alone,1990,,,0,,,film_lineage
Hoosiers,1986,,,0,,,film_lineage
Hospital,1970,,,0,,,film_lineage
Hot Dogs for Gauguin,1972,,,0,,,film_lineage
Hours for Jerome: Parts 1 and 2,1980,,,0,,,film_lineage
The House I Live In,1945,,,0,,,film_lineage
The House in the Middle,1954,,,0,,,film_lineage
House of Usher,1960,,,0,,,film_lineage
House of Wax,1953,,,0,,,film_lineage
House Party,1990,,,0,,,film_lineage
How the West Was Won,1962,,,0,,,film_lineage
Humoresque,1920,,,0,,,film_lineage
The Hunters,1957,,,0,,,film_lineage
I Am Joaquin,1969,,,0,,,film_lineage
I Am Somebody,1970,,,0,,,film_lineage
"I, An Actress",1977,,,0,,,film_lineage
Illusions,1982,,,0,,,film_lineage
Imitation of Life,1934,,,0,,,film_lineage
The Immigrant,1917,,,0,,,film_lineage
In the Land of the Head Hunters,1914,,,0,,,film_lineage
In the Street,1948,,,0,,,film_lineage
The Incredible Shrinking Man,1957,,,0,,,film_lineage
The Inner World of Aphasia,1968,,,0,,,film_lineage
"Interior New York Subway, 14th Street to 42nd Street",1905,,,0,,,film_lineage
Into the Arms of Strangers: Stories of the Kindertransport,2000,,,0,,,film_lineage
Invaders from Mars,1953,,,0,,,film_lineage
The Invisible Man,1933,,,0,,,film_lineage
The Iron Horse,1924,,,0,,,film_lineage
It,1927,,,0,,,film_lineage
The Italian,1915,,,0,,,film_lineage
"Itam Hakim, Hopiit",1984,,,0,,,film_lineage
Jailhouse Rock,1957,,,0,,,film_lineage
Jam Session,1942,,,0,,,film_lineage
Jammin' the Blues,1944,,,0,,,film_lineage
Jazz on a Summer's Day,1959,,,0,,,film_lineage
Jeffries-Johnson World's Championship Boxing Contest,1910,,,0,,,film_lineage
John Henry and the Inky-Poo,1946,,,0,,,film_lineage
Jubilo,1919,,,0,,,film_lineage
The Jungle,1967,,,0,,,film_lineage
"Kannapolis, N.C.",1941,,,0,,,film_lineage
The Karate Kid,1984,,,0,,,film_lineage
The Kid,1921,,,0,,,film_lineage
Kid Auto Races at Venice,1914,,,0,,,film_lineage
The Kidnappers Foil,1930,,,0,,,film_lineage
Killer of Sheep,1978,,,0,,,film_lineage
King: A Filmed Record... Montgomery to Memphis,1970,,,0,,,film_lineage
King of Jazz,1930,,,0,,,film_lineage
The Kiss,1896,,,0,,,film_lineage
"Knute Rockne, All American",1940,,,0,,,film_lineage
Koko's Earth Control,1928,,,0,,,film_lineage
La Bamba,1987,,,0,,,film_lineage
The Lady,1925,,,0,,,film_lineage
Lady and the Tramp,1955,,,0,,,film_lineage
The Lady from Shanghai,1947,,,0,,,film_lineage
Lady Helen's Escapade,1909,,,0,,,film_lineage
Lambchops,1929,,,0,,,film_lineage
The Land Beyond the Sunset,1912,,,0,,,film_lineage
The Last of the Mohicans,1920,,,0,,,film_lineage
The Last Waltz,1978,,,0,,,film_lineage
The Lead Shoes,1949,,,0,,,film_lineage
The Learning Tree,1969,,,0,,,film_lineage
Leave Her to Heaven,1945,,,0,,,film_lineage
Let There Be Light,1946,,,0,,,film_lineage
Let's All Go to the Lobby,1957,,,0,,,film_lineage
The Life and Death of 9413: a Hollywood Extra,1928,,,0,,,film_lineage
The Life and Times of Rosie the Riveter,1980,,,0,,,film_lineage
Life of an American Fireman,1903,,,0,,,film_lineage
The Lighted Field,1987,,,0,,,film_lineage
Little Big Man,1970,,,0,,,film_lineage
Little Caesar,1931,,,0,,,film_lineage
The Little Mermaid,1989,,,0,,,film_lineage
Little Miss Marker,1934,,,0,,,film_lineage
Little Nemo,1911,,,0,,,film_lineage
Lives of Performers,1972,,,0,,,film_lineage
The Living Desert,1953,,,0,,,film_lineage
Lonesome,1928,,,0,,,film_lineage
The Long Goodbye,1973,,,0,,,film_lineage
Lost Horizon,1937,,,0,,,film_lineage
The Lost World,1925,,,0,,,film_lineage
Love & Basketball,2000,,,0,,,film_lineage
Love Finds Andy Hardy,1938,,,0,,,film_lineage
The Loving Story,2011,,,0,,,film_lineage
The Lunch Date,1990,,,0,,,film_lineage
Luxo Jr.,1986,,,0,,,film_lineage
Mabel's Blunder,1914,,,0,,,film_lineage
Magical Maestro,1952,,,0,,,film_lineage
The Magnificent Ambersons,1942,,,0,,,film_lineage
The Magnificent Seven,1960,,,0,,,film_lineage
The Maid of McMillan,1916,,,0,,,film_lineage
The Man Who Shot Liberty Valance,1962,,,0,,,film_lineage
The Man with the Golden Arm,1955,,,0,,,film_lineage
Manhatta,1921,,,0,,,film_lineage
Manzanar,1971,,,0,,,film_lineage
Mardi Gras Carnival,1898,,,0,,,film_lineage
The March,1964,,,0,,,film_lineage
The March of Time: Inside Nazi Germany,1938,,,0,,,film_lineage
Marian Anderson: The Lincoln Memorial Concert,1939,,,0,,,film_lineage
The Mark of Zorro,1920,,,0,,,film_lineage
The Mark of Zorro,1940,,,0,,,film_lineage
Martha Graham dance films,1931,,,0,,,film_lineage
Master Hands,1936,,,0,,,film_lineage
Matewan,1987,,,0,,,film_lineage
Matrimony's Speed Limit,1913,,,0,,,film_lineage
Mauna Kea: Temple Under Siege,2006,,,0,,,film_lineage
Maya Lin: A Strong Clear Vision,1994,,,0,,,film_lineage
Medium Cool,1969,,,0,,,film_lineage
Melody Ranch,1940,,,0,,,film_lineage
Memphis Belle,1944,,,0,,,film_lineage
Men and Dust,1940,,,0,,,film_lineage
Michael Jackson's Thriller,1983,,,0,,,film_lineage
The Middleton Family at the New York World's Fair,1939,,,0,,,film_lineage
Midnight,1939,,,0,,,film_lineage
Mighty Like a Moose,1926,,,0,,,film_lineage
Mingus,1968,,,0,,,film_lineage
