Part,Major Category,Sub Category,Theory Title,Theorist
Economics,I. Behavioral Economics (Foundational) C. Social Preferences,Inequality Aversion,Inequality Aversion,"Ernst Fehr, Klaus Schmidt"
Economics,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Nudge Theory,Nudge Theory,"Richard Thaler, Cass Sunstein"
Economics,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Choice Architecture,Choice Architecture,"Richard Thaler, Cass Sunstein"
Economics,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Default Effect,Default Effect,"Eric J. Johnson, Daniel Goldstein"
Economics,I. Behavioral Economics (Foundational) D. Nudges & Choice Architecture,Libertarian Paternalism,Libertarian Paternalism,"Cass Sunstein, Richard Thaler"
Economics,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Mental Accounting Theory,Mental Accounting Theory,Richard Thaler
Economics,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Status Quo Bias,Status Quo Bias,"William Samuelson, Richard Zeckhauser"
Economics,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Overconfidence Bias,Overconfidence Bias,"Daniel Kahneman, Amos Tversky"
Economics,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Planning Fallacy,Planning Fallacy,"Daniel Kahneman, Amos Tversky"
Economics,I. Behavioral Economics (Foundational) E. Other Behavioral Phenomena,Emotional Decision Making (Economics),Emotional Decision Making (Economics),George Loewenstein
Economics,II. Neuroeconomics,A. Brain Mechanisms of Decision Making,Neuroeconomics (General),"Colin Camerer, George Loewenstein, Ernst Fehr"
Economics,II. Neuroeconomics,A. Brain Mechanisms of Decision Making,Reward Prediction Error (Neuroeconomics),Wolfram Schultz
Economics,II. Neuroeconomics,A. Brain Mechanisms of Decision Making,Dual System Theory (Neuroeconomics),Daniel Kahneman
Economics,II. Neuroeconomics,B. Social & Emotional Factors,Neurobiology of Fairness,Sanfey et al.
Economics,II. Neuroeconomics,B. Social & Emotional Factors,Neurobiology of Trust,"Paul Zak, Ernst Fehr"
Economics,II. Neuroeconomics,C. Hormones & Behavior,Hormonal Influences on Economic Behavior,"Joe Herbert, Paul Zak"
Economics,III. Information Economics & Asymmetric Information,A. Signaling & Screening (Behavioral),Signaling Theory (Behavioral Economics),Michael Spence
Economics,III. Information Economics & A. Signaling & Screening (Behavioral),Screening Theory (Behavioral Economics),Screening Theory (Behavioral Economics),Joseph Stiglitz
Economics,III. Information Economics & A. Signaling & Screening (Behavioral),Information Asymmetry (Behavioral Impact),Information Asymmetry (Behavioral Impact),George Akerlof
Economics,III. Information Economics & B. Market Failures,Adverse Selection (Behavioral Economics),Adverse Selection (Behavioral Economics),George Akerlof
Economics,III. Information Economics & B. Market Failures,Moral Hazard (Behavioral Economics),Moral Hazard (Behavioral Economics),Kenneth Arrow
Economics,IV. Behavioral Game Theory,A. Social Norms in Games,Behavioral Game Theory,Colin Camerer
Economics,IV. Behavioral Game Theory,A. Social Norms in Games,Social Norms (Economics),"Robert Axelrod, Sally Guttman"
Economics,IV. Behavioral Game Theory,A. Social Norms in Games,Ultimatum Game (Behavioral Economics),Werner Güth
Economics,IV. Behavioral Game Theory,A. Social Norms in Games,Dictator Game (Behavioral Economics),Daniel Kahneman
Economics,IV. Behavioral Game Theory,B. Learning & Adaptation,Learning in Games (Economics),"Drew Fudenberg, David K. Levine"
Economics,V. Psychology of Consumption & Choice,A. Consumer Behavior,Consumer Choice Theory (Behavioral),"Herbert Simon, Daniel Kahneman"
Economics,V. Psychology of Consumption & A. Consumer Behavior,Hedonic Consumption,Hedonic Consumption,Morris Holbrook
Economics,V. Psychology of Consumption & A. Consumer Behavior,Experiential Consumption,Experiential Consumption,"Thomas Gilovich, Amit Kumar"
Economics,V. Psychology of Consumption & B. Preference Formation,Endogenous Preferences,Endogenous Preferences,"Herbert Gintis, Samuel Bowles"
Economics,V. Psychology of Consumption & B. Preference Formation,Habit Formation (Economics),Habit Formation (Economics),"George J. Stigler, Gary Becker"
Economics,V. Psychology of Consumption & B. Preference Formation,Reference-Dependent Preferences,Reference-Dependent Preferences,"Daniel Kahneman, Amos Tversky"
Economics,V. Psychology of Consumption & C. Social & Positional Goods,Veblen Effect,Veblen Effect,Thorstein Veblen
Economics,V. Psychology of Consumption & C. Social & Positional Goods,Snob Effect,Snob Effect,Harvey Leibenstein
Economics,V. Psychology of Consumption & C. Social & Positional Goods,Bandwagon Effect (Economics),Bandwagon Effect (Economics),Harvey Leibenstein
Economics,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Herd Behavior (Finance),Robert J. Shiller
Economics,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Speculative Bubbles (Behavioral),Robert J. Shiller
Economics,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Overconfidence Bias (Finance),Terrance Odean
Economics,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Confirmation Bias (Finance),N/A (Cognitive bias applied to finance)
Economics,VI. Behavioral Finance,B. Investor Psychology,Disposition Effect,"Hersh Shefrin, Meir Statman"
Economics,VI. Behavioral Finance,B. Investor Psychology,Mental Accounting (Finance),Richard Thaler
Economics,VI. Behavioral Finance,B. Investor Psychology,Familiarity Bias,N/A (Common investor bias)
Economics,VII. Behavioral Labor Economics,A. Labor Supply & Incentives,Reference-Dependent Labor Supply,"Ernst Fehr, Lorenz Goette"
Economics,VII. Behavioral Labor Economics,A. Labor Supply & Incentives,Fairness and Wage Setting,"George Akerlof, Janet Yellen"
Economics,VII. Behavioral Labor Economics,A. Labor Supply & Incentives,Intrinsic Motivation (Labor),"Edward Deci, Richard Ryan"
Economics,VII. Behavioral Labor Economics,B. Job Search & Matching,Search Frictions (Behavioral),John B. Taylor
Economics,VIII. Behavioral Public Economics,A. Public Goods & Cooperation,Warm-Glow Giving,James Andreoni
Economics,VIII. Behavioral Public Economics,A. Public Goods & Cooperation,Social Norms and Tax Compliance,"Joel Slemrod, James Alm"
Economics,VIII. Behavioral Public Economics,A. Public Goods & Cooperation,Nudges in Public Policy,"Richard Thaler, Cass Sunstein"
Economics,VIII. Behavioral Public Economics,B. Taxation & Redistribution,Salience Bias (Taxation),Raj Chetty
Economics,IX. Behavioral Development Economics,A. Poverty & Decision Making,Poverty Traps (Behavioral),"Sendhil Mullainathan, Eldar Shafir"
Economics,IX. Behavioral Development Economics,A. Poverty & Decision Making,Behavioral Interventions for Development,"Dean Karlan, Esther Duflo, Abhijit Banerjee"
Economics,X. Behavioral Environmental Economics,A. Pro-Environmental Behavior,Social Norms and Environmental Behavior,Robert Cialdini
Economics,X. Behavioral Environmental Economics,A. Pro-Environmental Behavior,Nudging Green Behavior,Cass Sunstein
Economics,XI. Behavioral Health Economics,A. Health Behavior & Incentives,Present Bias in Health,David Laibson
Economics,XI. Behavioral Health Economics,A. Health Behavior & Incentives,Nudges in Health,Kevin Volpp
Economics,XII. Behavioral Education Economics,A. Educational Attainment,Self-Control and Educational Outcomes,"Angela Duckworth, James Heckman"
Economics,XII. Behavioral Education Economics,A. Learning & Motivation,Intrinsic Motivation in Education,"Edward Deci, Richard Ryan"
Economics,XIII. Behavioral Industrial Organization,A. Firm Behavior,Behavioral Industrial Organization,Stefano DellaVigna
Economics,XIV. Behavioral Political Economy,A. Voting Behavior,Voter Heuristics and Biases,"Bryan Caplan, Daniel Kahneman"
Economics,XIV. Behavioral Political Economy,A. Political Institutions,Behavioral Institutional Design,Cass Sunstein
Economics,XV. Complexity Economics,A. Adaptive Agents,Complexity Economics,W. Brian Arthur
Economics,XV. Complexity Economics,A. Adaptive Agents,Agent-Based Computational Economics (ACE),"Leigh Tesfatsion, Thomas C. Schelling (related to models)"
Economics,XVI. Evolutionary Economics (Beyond Biology),A. Cultural Evolution in Economics,Cultural Evolution in Economics,"Herbert Gintis, Samuel Bowles"
Economics,XVI. Evolutionary Economics (Beyond Biology),A. Institutional Evolution (Economics),Institutional Evolution (Economics),"Thorstein Veblen, Douglass North"
Economics,XVII. Identity Economics,A. Identity & Behavior,Identity Economics,"George A. Akerlof, Rachel E. Kranton"
Economics,XVIII. Happiness Economics,A. Well-being & Utility,Happiness Economics,"Richard Layard, Daniel Kahneman"
Economics,XVIII. Happiness Economics,A. Well-being & Utility,Easterlin Paradox,Richard Easterlin
Economics,XIX. Neuro-Finance,A. Brain & Financial Decisions,Neuro-Finance,Andrew W. Lo
Economics,XX. Behavioral Development Economics (Second Wave),A. Cultural Norms & Development,Cultural Behavioral Economics (Development),"Karla Hoff, Joseph E. Stiglitz"
Economics,XXI. Personnel Economics (Behavioral),A. Incentives & Motivation,Psychological Contracts (Economics),Denise Rousseau
Economics,XXI. Personnel Economics (Behavioral),A. Incentives & Motivation,Intrinsic vs. Extrinsic Motivation (Behavioral Economics),"Bruno S. Frey, George A. Akerlof"
Economics,XXII. Behavioral Public Choice,A. Political Decision Making (Behavioral),Behavioral Public Choice Theory,Bryan Caplan
Economics,XXIII. Behavioral Law and Economics,A. Legal Decision Making (Behavioral),Behavioral Law and Economics,"Cass Sunstein, Christine Jolls, Richard Thaler"
Economics,XXIV. Evolutionary Game Theory (Economics),A. Evolution of Cooperation,Evolutionary Game Theory (Economics),"John Maynard Smith, Robert Axelrod"
Economics,XXV. Behavioral IO (Industrial Organization),A. Consumer Manipulation,Consumer Manipulation Theory (Behavioral IO),Stefano DellaVigna
Economics,XXVI. Behavioral Macroeconomics,A. Macro-Level Biases,Behavioral Macroeconomics,"George A. Akerlof, Robert J. Shiller"
Economics,XXVII. Behavioral Urban Economics,A. Urban Decision Making,Behavioral Urban Economics,N/A (Emerging field)
Economics,XXVIII. Behavioral Real Estate,A. Housing Market Psychology,Behavioral Real Estate Economics,Peter N. Goettl
Economics,XXIX. Behavioral Marketing,A. Pricing & Promotion,Behavioral Pricing,Richard Thaler
Economics,XXX. Behavioral Public Health Economics,A. Health Policy Nudges,Behavioral Public Health Economics,N/A (Applied field)
Economics,XXXI. Behavioral Environmental Policy,A. Policy Design for Pro-Environmental Behavior,Behavioral Environmental Policy,Elke U. Weber
Economics,XXXII. Behavioral Finance (Bubbles & Crashes),A. Rational Bubbles (Behavioral),Rational Bubbles (Behavioral Economics),Olivier Blanchard
Economics,XXXIII. Behavioral Economics of Addiction,A. Rational Addiction Theory,Rational Addiction Theory,"Gary Becker, Kevin Murphy"
Economics,XXXIII. Behavioral Economics of Addiction,A. Rational Addiction Theory,Addiction as a Self-Control Problem (Behavioral Economics),"George Loewenstein, Jon Elster"
Economics,XXXIV. Behavioral Contracts,A. Incomplete Contracts (Behavioral),Incomplete Contracts (Behavioral Economics),Oliver Hart
Economics,XXXV. Behavioral Development Economics (Behavioral Insights),A. Behavioral Insights for Development,Behavioral Insights for Development,"World Bank, J-PAL"
Economics,XXXVI. Behavioral Game Theory (Social Preferences),A. Intentions-Based Reciprocity,Intentions-Based Reciprocity,"Armin Falk, Urs Fischbacher"
Economics,XXXVII. Behavioral Industrial Organization (Pricing),A. Price Stickiness (Behavioral),Price Stickiness (Behavioral Economics),"George Akerlof, Janet Yellen"
Economics,XXXVIII. Behavioral Labor Economics (Discrimination),A. Behavioral Discrimination,Behavioral Discrimination (Economics),"Marianne Bertrand, Sendhil Mullainathan"
Economics,XXXIX. Behavioral Public Economics (Policy Biases),A. Political Biases,Political Biases (Behavioral Public Economics),Bryan Caplan
Economics,XL. Behavioral Finance (Puzzles),A. Equity Premium Puzzle,Equity Premium Puzzle (Behavioral),
Economics,XLI. Behavioral Law and Economics (Punishment),A. Behavioral Deterrence,Behavioral Deterrence (Law and Economics),"Richard H. McAdams, Thomas S. Ulen"
Economics,XLII. Complexity Economics (Adaptive Learning),A. Adaptive Learning (Complexity),Adaptive Learning (Complexity Economics),W. Brian Arthur
Economics,XLIII. Evolutionary Economics (Innovation),A. Innovation and Evolution,Innovation and Evolution (Economics),"Joseph Schumpeter, Richard R. Nelson, Sidney G. Winter"
Economics,XLIV. Identity Economics (Behavioral Applications),A. Identity and Labor Supply,Identity and Labor Supply Theory,"George A. Akerlof, Rachel E. Kranton"
Economics,XLV. Happiness Economics (Social Factors),A. Relative Income Hypothesis,Relative Income Hypothesis (Happiness),Richard Layard
Economics,XLVI. Neuro-Marketing,A. Consumer Neuromarketing,Consumer Neuromarketing,Read Montague
Economics,XLVII. Behavioral Development Economics (Education),A. Behavioral Education Interventions,Behavioral Education Interventions,N/A (Applied field)
Economics,XLVIII. Behavioral Public Economics (Prosociality),A. Prosocial Behavior in Public Goods,Prosocial Behavior in Public Goods (Behavioral),"Elinor Ostrom, Ernst Fehr"
Economics,XLIX. Behavioral Finance (Household Finance),A. Household Behavioral Finance,Household Behavioral Finance,Richard Thaler
Economics,L. Behavioral Economics of Crime,A. Behavioral Crime & Deterrence,Behavioral Crime and Deterrence Theory,"Richard H. McAdams, Thomas S. Ulen"
Economics,LI. Behavioral International Economics,A. Behavioral Trade,Behavioral Trade Theory,N/A (Emerging field)
Economics,LII. Behavioral Macroeconomics (Asset Prices),A. Behavioral Asset Pricing,Behavioral Asset Pricing Theory,Robert J. Shiller
Economics,LIII. Behavioral Regulation,A. Regulatory Nudges,Regulatory Nudges (Behavioral),Cass Sunstein
Economics,LIV. Behavioral Environmental Economics (Policy),A. Policy Design for Environmental Behavior,Behavioral Policy Design for Environment,N/A (Applied field)
Economics,LV. Behavioral Health Economics (Adherence),A. Behavioral Adherence,Behavioral Adherence (Health),N/A (Applied field)
Economics,LVI. Behavioral Education Economics (Teacher Incentives),A. Behavioral Teacher Incentives,Behavioral Teacher Incentives,Roland Fryer Jr.
Economics,LVII. Behavioral Public Economics (Pensions),A. Retirement Savings (Behavioral),Retirement Savings (Behavioral Economics),"Richard Thaler, Shlomo Benartzi"
Economics,LVIII. Behavioral Finance (Speculative Bubbles),A. Greater Fool Theory,Greater Fool Theory (Behavioral Finance),"N/A (Common market explanation, behavioral)"
Economics,LIX. Behavioral Ethics (Economics),A. Ethical Decision Making (Behavioral),Ethical Decision Making (Behavioral Economics),"Max H. Bazerman, Ann E. Tenbrunsel"
Economics,LX. Behavioral Labor Economics (Automation),A. Automation & Behavioral Response,Automation and Behavioral Response (Labor),"Daron Acemoglu, Simon Johnson (behavioral aspects)"
Economics,LXI. Behavioral Development Economics (Risk),A. Risk Preferences in Development,Risk Preferences in Development (Behavioral),"Chris Udry, Esther Duflo"
Economics,LXII. Behavioral Environmental Economics (Valuation),A. Stated Preference Biases,Stated Preference Biases (Environmental Economics),John B. Loomis
Economics,LXIII. Behavioral Health Economics (Prevention),A. Prevention Behavior (Behavioral),Prevention Behavior (Behavioral Health Economics),N/A (Applied field)
Economics,LXIV. Behavioral Education Economics (Financial Literacy),A. Financial Literacy (Behavioral),Financial Literacy (Behavioral Education),Annamaria Lusardi
