Part,RomanHead,TrueMajor,TrueSub,Theory Title,Theorist,Major Category
Economics,III,III. Information Economics,B. Market Failures,Moral Hazard (Behavioral Economics),Kenneth Arrow,III. Information Economics & B. Market Failures
Economics,IV,IV. Behavioral Game Theory,A. Social Norms in Games,Behavioral Game Theory,Colin Camerer,IV. Behavioral Game Theory
Economics,IV,IV. Behavioral Game Theory,A. Social Norms in Games,Social Norms (Economics),"Robert Axelrod, Sally Guttman",IV. Behavioral Game Theory
Economics,IV,IV. Behavioral Game Theory,A. Social Norms in Games,Ultimatum Game (Behavioral Economics),Werner Güth,IV. Behavioral Game Theory
Economics,IV,IV. Behavioral Game Theory,A. Social Norms in Games,Dictator Game (Behavioral Economics),Daniel Kahneman,IV. Behavioral Game Theory
Economics,IV,IV. Behavioral Game Theory,B. Learning & Adaptation,Learning in Games (Economics),"Drew Fudenberg, David K. Levine",IV. Behavioral Game Theory
Economics,V,V. Psychology of Consumption & Choice,A. Consumer Behavior,Consumer Choice Theory (Behavioral),"Herbert Simon, Daniel Kahneman",V. Psychology of Consumption & Choice
Economics,V,V. Psychology of Consumption,A. Consumer Behavior,Hedonic Consumption,Morris Holbrook,V. Psychology of Consumption & A. Consumer Behavior
Economics,V,V. Psychology of Consumption,A. Consumer Behavior,Experiential Consumption,"Thomas Gilovich, Amit Kumar",V. Psychology of Consumption & A. Consumer Behavior
Economics,V,V. Psychology of Consumption,B. Preference Formation,Endogenous Preferences,"Herbert Gintis, Samuel Bowles",V. Psychology of Consumption & B. Preference Formation
Economics,V,V. Psychology of Consumption,B. Preference Formation,Habit Formation (Economics),"George J. Stigler, Gary Becker",V. Psychology of Consumption & B. Preference Formation
Economics,V,V. Psychology of Consumption,B. Preference Formation,Reference-Dependent Preferences,"Daniel Kahneman, Amos Tversky",V. Psychology of Consumption & B. Preference Formation
Economics,V,V. Psychology of Consumption,C. Social & Positional Goods,Veblen Effect,Thorstein Veblen,V. Psychology of Consumption & C. Social & Positional Goods
Economics,V,V. Psychology of Consumption,C. Social & Positional Goods,Snob Effect,Harvey Leibenstein,V. Psychology of Consumption & C. Social & Positional Goods
Economics,V,V. Psychology of Consumption,C. Social & Positional Goods,Bandwagon Effect (Economics),Harvey Leibenstein,V. Psychology of Consumption & C. Social & Positional Goods
Economics,VI,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Herd Behavior (Finance),Robert J. Shiller,VI. Behavioral Finance
Economics,VI,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Speculative Bubbles (Behavioral),Robert J. Shiller,VI. Behavioral Finance
Economics,VI,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Overconfidence Bias (Finance),Terrance Odean,VI. Behavioral Finance
Economics,VI,VI. Behavioral Finance,A. Market Anomalies & Bubbles,Confirmation Bias (Finance),N/A (Cognitive bias applied to finance),VI. Behavioral Finance
Economics,VI,VI. Behavioral Finance,B. Investor Psychology,Disposition Effect,"Hersh Shefrin, Meir Statman",VI. Behavioral Finance
Economics,VI,VI. Behavioral Finance,B. Investor Psychology,Mental Accounting (Finance),Richard Thaler,VI. Behavioral Finance
Economics,VI,VI. Behavioral Finance,B. Investor Psychology,Familiarity Bias,N/A (Common investor bias),VI. Behavioral Finance
Economics,VII,VII. Behavioral Labor Economics,A. Labor Supply & Incentives,Reference-Dependent Labor Supply,"Ernst Fehr, Lorenz Goette",VII. Behavioral Labor Economics
Economics,VII,VII. Behavioral Labor Economics,A. Labor Supply & Incentives,Fairness and Wage Setting,"George Akerlof, Janet Yellen",VII. Behavioral Labor Economics
Economics,VII,VII. Behavioral Labor Economics,A. Labor Supply & Incentives,Intrinsic Motivation (Labor),"Edward Deci, Richard Ryan",VII. Behavioral Labor Economics
Economics,VII,VII. Behavioral Labor Economics,B. Job Search & Matching,Search Frictions (Behavioral),John B. Taylor,VII. Behavioral Labor Economics
Economics,VIII,VIII. Behavioral Public Economics,A. Public Goods & Cooperation,Warm-Glow Giving,James Andreoni,VIII. Behavioral Public Economics
Economics,VIII,VIII. Behavioral Public Economics,A. Public Goods & Cooperation,Social Norms and Tax Compliance,"Joel Slemrod, James Alm",VIII. Behavioral Public Economics
Economics,VIII,VIII. Behavioral Public Economics,A. Public Goods & Cooperation,Nudges in Public Policy,"Richard Thaler, Cass Sunstein",VIII. Behavioral Public Economics
Economics,VIII,VIII. Behavioral Public Economics,B. Taxation & Redistribution,Salience Bias (Taxation),Raj Chetty,VIII. Behavioral Public Economics
Economics,IX,IX. Behavioral Development Economics,A. Poverty & Decision Making,Poverty Traps (Behavioral),"Sendhil Mullainathan, Eldar Shafir",IX. Behavioral Development Economics
Economics,IX,IX. Behavioral Development Economics,A. Poverty & Decision Making,Behavioral Interventions for Development,"Dean Karlan, Esther Duflo, Abhijit Banerjee",IX. Behavioral Development Economics
Economics,X,X. Behavioral Environmental Economics,A. Pro-Environmental Behavior,Social Norms and Environmental Behavior,Robert Cialdini,X. Behavioral Environmental Economics
Economics,X,X. Behavioral Environmental Economics,A. Pro-Environmental Behavior,Nudging Green Behavior,Cass Sunstein,X. Behavioral Environmental Economics
Economics,XI,XI. Behavioral Health Economics,A. Health Behavior & Incentives,Present Bias in Health,David Laibson,XI. Behavioral Health Economics
Economics,XI,XI. Behavioral Health Economics,A. Health Behavior & Incentives,Nudges in Health,Kevin Volpp,XI. Behavioral Health Economics
Economics,XII,XII. Behavioral Education Economics,A. Educational Attainment,Self-Control and Educational Outcomes,"Angela Duckworth, James Heckman",XII. Behavioral Education Economics
Economics,XII,XII. Behavioral Education Economics,A. Learning & Motivation,Intrinsic Motivation in Education,"Edward Deci, Richard Ryan",XII. Behavioral Education Economics
Economics,XIII,XIII. Behavioral Industrial Organization,A. Firm Behavior,Behavioral Industrial Organization,Stefano DellaVigna,XIII. Behavioral Industrial Organization
Economics,XIV,XIV. Behavioral Political Economy,A. Voting Behavior,Voter Heuristics and Biases,"Bryan Caplan, Daniel Kahneman",XIV. Behavioral Political Economy
Economics,XIV,XIV. Behavioral Political Economy,A. Political Institutions,Behavioral Institutional Design,Cass Sunstein,XIV. Behavioral Political Economy
Economics,XV,XV. Complexity Economics,A. Adaptive Agents,Complexity Economics,W. Brian Arthur,XV. Complexity Economics
Economics,XV,XV. Complexity Economics,A. Adaptive Agents,Agent-Based Computational Economics (ACE),"Leigh Tesfatsion, Thomas C. Schelling (related to models)",XV. Complexity Economics
Economics,XVI,XVI. Evolutionary Economics (Beyond Biology),A. Cultural Evolution in Economics,Cultural Evolution in Economics,"Herbert Gintis, Samuel Bowles",XVI. Evolutionary Economics (Beyond Biology)
Economics,XVI,XVI. Evolutionary Economics (Beyond Biology),A. Institutional Evolution (Economics),Institutional Evolution (Economics),"Thorstein Veblen, Douglass North",XVI. Evolutionary Economics (Beyond Biology)
Economics,XVII,XVII. Identity Economics,A. Identity & Behavior,Identity Economics,"George A. Akerlof, Rachel E. Kranton",XVII. Identity Economics
Economics,XVIII,XVIII. Happiness Economics,A. Well-being & Utility,Happiness Economics,"Richard Layard, Daniel Kahneman",XVIII. Happiness Economics
Economics,XVIII,XVIII. Happiness Economics,A. Well-being & Utility,Easterlin Paradox,Richard Easterlin,XVIII. Happiness Economics
Economics,XIX,XIX. Neuro-Finance,A. Brain & Financial Decisions,Neuro-Finance,Andrew W. Lo,XIX. Neuro-Finance
Economics,XX,XX. Behavioral Development Economics (Second Wave),A. Cultural Norms & Development,Cultural Behavioral Economics (Development),"Karla Hoff, Joseph E. Stiglitz",XX. Behavioral Development Economics (Second Wave)
Economics,XXI,XXI. Personnel Economics (Behavioral),A. Incentives & Motivation,Psychological Contracts (Economics),Denise Rousseau,XXI. Personnel Economics (Behavioral)
Economics,XXI,XXI. Personnel Economics (Behavioral),A. Incentives & Motivation,Intrinsic vs. Extrinsic Motivation (Behavioral Economics),"Bruno S. Frey, George A. Akerlof",XXI. Personnel Economics (Behavioral)
Economics,XXII,XXII. Behavioral Public Choice,A. Political Decision Making (Behavioral),Behavioral Public Choice Theory,Bryan Caplan,XXII. Behavioral Public Choice
Economics,XXIII,XXIII. Behavioral Law and Economics,A. Legal Decision Making (Behavioral),Behavioral Law and Economics,"Cass Sunstein, Christine Jolls, Richard Thaler",XXIII. Behavioral Law and Economics
Economics,XXIV,XXIV. Evolutionary Game Theory (Economics),A. Evolution of Cooperation,Evolutionary Game Theory (Economics),"John Maynard Smith, Robert Axelrod",XXIV. Evolutionary Game Theory (Economics)
Economics,XXV,XXV. Behavioral IO (Industrial Organization),A. Consumer Manipulation,Consumer Manipulation Theory (Behavioral IO),Stefano DellaVigna,XXV. Behavioral IO (Industrial Organization)
Economics,XXVI,XXVI. Behavioral Macroeconomics,A. Macro-Level Biases,Behavioral Macroeconomics,"George A. Akerlof, Robert J. Shiller",XXVI. Behavioral Macroeconomics
Economics,XXVII,XXVII. Behavioral Urban Economics,A. Urban Decision Making,Behavioral Urban Economics,N/A (Emerging field),XXVII. Behavioral Urban Economics
Economics,XXVIII,XXVIII. Behavioral Real Estate,A. Housing Market Psychology,Behavioral Real Estate Economics,Peter N. Goettl,XXVIII. Behavioral Real Estate
Economics,XXIX,XXIX. Behavioral Marketing,A. Pricing & Promotion,Behavioral Pricing,Richard Thaler,XXIX. Behavioral Marketing
Economics,XXX,XXX. Behavioral Public Health Economics,A. Health Policy Nudges,Behavioral Public Health Economics,N/A (Applied field),XXX. Behavioral Public Health Economics
Economics,XXXI,XXXI. Behavioral Environmental Policy,A. Policy Design for Pro-Environmental Behavior,Behavioral Environmental Policy,Elke U. Weber,XXXI. Behavioral Environmental Policy
Economics,XXXII,XXXII. Behavioral Finance (Bubbles & Crashes),A. Rational Bubbles (Behavioral),Rational Bubbles (Behavioral Economics),Olivier Blanchard,XXXII. Behavioral Finance (Bubbles & Crashes)
Economics,XXXIII,XXXIII. Behavioral Economics of Addiction,A. Rational Addiction Theory,Rational Addiction Theory,"Gary Becker, Kevin Murphy",XXXIII. Behavioral Economics of Addiction
Economics,XXXIII,XXXIII. Behavioral Economics of Addiction,A. Rational Addiction Theory,Addiction as a Self-Control Problem (Behavioral Economics),"George Loewenstein, Jon Elster",XXXIII. Behavioral Economics of Addiction
Economics,XXXIV,XXXIV. Behavioral Contracts,A. Incomplete Contracts (Behavioral),Incomplete Contracts (Behavioral Economics),Oliver Hart,XXXIV. Behavioral Contracts
Economics,XXXV,XXXV. Behavioral Development Economics (Behavioral Insights),A. Behavioral Insights for Development,Behavioral Insights for Development,"World Bank, J-PAL",XXXV. Behavioral Development Economics (Behavioral Insights)
Economics,XXXVI,XXXVI. Behavioral Game Theory (Social Preferences),A. Intentions-Based Reciprocity,Intentions-Based Reciprocity,"Armin Falk, Urs Fischbacher",XXXVI. Behavioral Game Theory (Social Preferences)
Economics,XXXVII,XXXVII. Behavioral Industrial Organization (Pricing),A. Price Stickiness (Behavioral),Price Stickiness (Behavioral Economics),"George Akerlof, Janet Yellen",XXXVII. Behavioral Industrial Organization (Pricing)
Economics,XXXVIII,XXXVIII. Behavioral Labor Economics (Discrimination),A. Behavioral Discrimination,Behavioral Discrimination (Economics),"Marianne Bertrand, Sendhil Mullainathan",XXXVIII. Behavioral Labor Economics (Discrimination)
Economics,XXXIX,XXXIX. Behavioral Public Economics (Policy Biases),A. Political Biases,Political Biases (Behavioral Public Economics),Bryan Caplan,XXXIX. Behavioral Public Economics (Policy Biases)
Economics,XL,XL. Behavioral Finance (Puzzles),A. Equity Premium Puzzle,Equity Premium Puzzle (Behavioral),,XL. Behavioral Finance (Puzzles)
Economics,XLI,XLI. Behavioral Law and Economics (Punishment),A. Behavioral Deterrence,Behavioral Deterrence (Law and Economics),"Richard H. McAdams, Thomas S. Ulen",XLI. Behavioral Law and Economics (Punishment)
Economics,XLII,XLII. Complexity Economics (Adaptive Learning),A. Adaptive Learning (Complexity),Adaptive Learning (Complexity Economics),W. Brian Arthur,XLII. Complexity Economics (Adaptive Learning)
Economics,XLIII,XLIII. Evolutionary Economics (Innovation),A. Innovation and Evolution,Innovation and Evolution (Economics),"Joseph Schumpeter, Richard R. Nelson, Sidney G. Winter",XLIII. Evolutionary Economics (Innovation)
Economics,XLIV,XLIV. Identity Economics (Behavioral Applications),A. Identity and Labor Supply,Identity and Labor Supply Theory,"George A. Akerlof, Rachel E. Kranton",XLIV. Identity Economics (Behavioral Applications)
Economics,XLV,XLV. Happiness Economics (Social Factors),A. Relative Income Hypothesis,Relative Income Hypothesis (Happiness),Richard Layard,XLV. Happiness Economics (Social Factors)
Economics,XLVI,XLVI. Neuro-Marketing,A. Consumer Neuromarketing,Consumer Neuromarketing,Read Montague,XLVI. Neuro-Marketing
Economics,XLVII,XLVII. Behavioral Development Economics (Education),A. Behavioral Education Interventions,Behavioral Education Interventions,N/A (Applied field),XLVII. Behavioral Development Economics (Education)
Economics,XLVIII,XLVIII. Behavioral Public Economics (Prosociality),A. Prosocial Behavior in Public Goods,Prosocial Behavior in Public Goods (Behavioral),"Elinor Ostrom, Ernst Fehr",XLVIII. Behavioral Public Economics (Prosociality)
Economics,XLIX,XLIX. Behavioral Finance (Household Finance),A. Household Behavioral Finance,Household Behavioral Finance,Richard Thaler,XLIX. Behavioral Finance (Household Finance)
Economics,L,L. Behavioral Economics of Crime,A. Behavioral Crime & Deterrence,Behavioral Crime and Deterrence Theory,"Richard H. McAdams, Thomas S. Ulen",L. Behavioral Economics of Crime
Economics,LI,LI. Behavioral International Economics,A. Behavioral Trade,Behavioral Trade Theory,N/A (Emerging field),LI. Behavioral International Economics
Economics,LII,LII. Behavioral Macroeconomics (Asset Prices),A. Behavioral Asset Pricing,Behavioral Asset Pricing Theory,Robert J. Shiller,LII. Behavioral Macroeconomics (Asset Prices)
Economics,LIII,LIII. Behavioral Regulation,A. Regulatory Nudges,Regulatory Nudges (Behavioral),Cass Sunstein,LIII. Behavioral Regulation
Economics,LIV,LIV. Behavioral Environmental Economics (Policy),A. Policy Design for Environmental Behavior,Behavioral Policy Design for Environment,N/A (Applied field),LIV. Behavioral Environmental Economics (Policy)
Economics,LV,LV. Behavioral Health Economics (Adherence),A. Behavioral Adherence,Behavioral Adherence (Health),N/A (Applied field),LV. Behavioral Health Economics (Adherence)
Economics,LVI,LVI. Behavioral Education Economics (Teacher Incentives),A. Behavioral Teacher Incentives,Behavioral Teacher Incentives,Roland Fryer Jr.,LVI. Behavioral Education Economics (Teacher Incentives)
Economics,LVII,LVII. Behavioral Public Economics (Pensions),A. Retirement Savings (Behavioral),Retirement Savings (Behavioral Economics),"Richard Thaler, Shlomo Benartzi",LVII. Behavioral Public Economics (Pensions)
Economics,LVIII,LVIII. Behavioral Finance (Speculative Bubbles),A. Greater Fool Theory,Greater Fool Theory (Behavioral Finance),"N/A (Common market explanation, behavioral)",LVIII. Behavioral Finance (Speculative Bubbles)
Economics,LIX,LIX. Behavioral Ethics (Economics),A. Ethical Decision Making (Behavioral),Ethical Decision Making (Behavioral Economics),"Max H. Bazerman, Ann E. Tenbrunsel",LIX. Behavioral Ethics (Economics)
Economics,LX,LX. Behavioral Labor Economics (Automation),A. Automation & Behavioral Response,Automation and Behavioral Response (Labor),"Daron Acemoglu, Simon Johnson (behavioral aspects)",LX. Behavioral Labor Economics (Automation)
Economics,LXI,LXI. Behavioral Development Economics (Risk),A. Risk Preferences in Development,Risk Preferences in Development (Behavioral),"Chris Udry, Esther Duflo",LXI. Behavioral Development Economics (Risk)
Economics,LXII,LXII. Behavioral Environmental Economics (Valuation),A. Stated Preference Biases,Stated Preference Biases (Environmental Economics),John B. Loomis,LXII. Behavioral Environmental Economics (Valuation)
Economics,LXIII,LXIII. Behavioral Health Economics (Prevention),A. Prevention Behavior (Behavioral),Prevention Behavior (Behavioral Health Economics),N/A (Applied field),LXIII. Behavioral Health Economics (Prevention)
