theorist,concept,part,major,sub,source_title
Francesca Royster,Black Country Music,ART,Music & Sound Studies,A. Sociology & Politics of Music,OurList
Francesca Royster,Sounding Queer,ART,Music & Sound Studies,A. Sociology & Politics of Music,OurList
Francesca Royster,Black Queer Studies,ART,Music & Sound Studies,A. Sociology & Politics of Music,OurList
"Franco ""Bifo"" Berardi",Semiocapitalism,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,OurList
"Franco ""Bifo"" Berardi",The Soul at Work,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,OurList
"Franco ""Bifo"" Berardi",Futurability,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,OurList
Fred Moten,Black Performance,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Fred Moten,In the Break,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Fred Moten,The Undercommons,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
G.N. Devy,Linguistic Diversity,Culture,Global & Transnational Culture,E. Indigenous & Decolonial Culture,OurList
G.N. Devy,People's Linguistic Survey of India,Culture,Global & Transnational Culture,E. Indigenous & Decolonial Culture,OurList
G.N. Devy,After Amnesia,Culture,Global & Transnational Culture,E. Indigenous & Decolonial Culture,OurList
Gabriella Coleman,"Hacker, Hoaxer, Whistleblower, Spy",Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Gabriella Coleman,Anonymous,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Gabriella Coleman,Coding Freedom,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Garry Whannel,Media Sport Stars,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,OurList
Garry Whannel,Fields in Vision,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,OurList
Garry Whannel,"Culture, Politics and Sport",ART,Sport & Physical Culture,A. Sociology & Politics of Sport,OurList
Geert Lovink,Platform Critique,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,OurList
Geert Lovink,Sad by Design,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,OurList
Geert Lovink,Zero Comments,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,OurList
Gene Sharp,From Dictatorship to Democracy,Politics,Democratic Theory & Contemporary Contestation,A. Deliberative & Participatory Democracy,OurList
Gene Sharp,Nonviolent Action,Politics,Democratic Theory & Contemporary Contestation,A. Deliberative & Participatory Democracy,OurList
Gene Sharp,The Politics of Nonviolent Action,Politics,Democratic Theory & Contemporary Contestation,A. Deliberative & Participatory Democracy,OurList
Georges Bataille,Transgression,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,OurList
Georges Bataille,The Accursed Share,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,OurList
Georges Bataille,Eroticism,Critics,Post-Structuralist & Deconstructive,B. Discourse & Genealogy,OurList
Gerald Curtis,The Logic of Japanese Politics,Politics,Political Economy & Comparative Politics,C. Comparative Politics,OurList
Gerald Curtis,Election Campaigning Japanese Style,Politics,Political Economy & Comparative Politics,C. Comparative Politics,OurList
Gerald Curtis,The Japanese Way of Politics,Politics,Political Economy & Comparative Politics,C. Comparative Politics,OurList
Gilles Lipovetsky,The Empire of Fashion,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",OurList
Gilles Lipovetsky,Lightness,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",OurList
Gilles Lipovetsky,Hypermodern Times,ART,Fashion & Dress Studies,"A. Dress, Identity & Fashion Systems",OurList
Ginette Vincendeau,Star Studies,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Ginette Vincendeau,French Cinema,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Ginette Vincendeau,Stars and Stardom in French Cinema,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Gisèle Sapiro,The Responsibility of the Writer,ART,Literature & Literary Theory,B. Historicism & Society,OurList
Gisèle Sapiro,The Sociology of Literature,ART,Literature & Literary Theory,B. Historicism & Society,OurList
Gisèle Sapiro,The French Writers' War,ART,Literature & Literary Theory,B. Historicism & Society,OurList
Glauber Rocha,Aesthetics of Hunger,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Glauber Rocha,Cinema Novo,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Glauber Rocha,Manifesto of the Cinema Novo,Critics,Historical & Cultural Materialist,B. Cultural Studies,OurList
Graeme Turner,Understanding Celebrity,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Graeme Turner,Demotic Turn,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Graeme Turner,Ordinary People and the Media,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Greg Tate,Flyboy in the Buttermilk,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Greg Tate,Everything But the Burden,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Greg Tate,Midnight Lightning,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Haiqing Yu,Digital Socialist Governance,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,OurList
Haiqing Yu,Media and Cultural Transformation in China,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,OurList
Haiqing Yu,Internet in China,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,OurList
Hamid Naficy,Accented Cinema,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Hamid Naficy,Exilic and Diasporic Filmmaking,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Hamid Naficy,Iranian Cinema,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Hannah Arendt,The Human Condition,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,OurList
Hannah Arendt,The Banality of Evil,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,OurList
Hannah Arendt,The Origins of Totalitarianism,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,OurList
Hans Ulrich Gumbrecht,Production of Presence,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,OurList
Hans Ulrich Gumbrecht,In Praise of Athletic Beauty,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,OurList
Hans Ulrich Gumbrecht,After 1945,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,OurList
Hany Farid,Fake Photos,Critics,Digital & Media-Specific,B. Computational & Cultural Analytics,OurList
Hany Farid,Photo Forensics,Critics,Digital & Media-Specific,B. Computational & Cultural Analytics,OurList
Hany Farid,Digital Image Tampering,Critics,Digital & Media-Specific,B. Computational & Cultural Analytics,OurList
Harry Collins,Gravity's Ghost,Society,Digital & Network Society,Science & Technology Studies (STS),OurList
Harry Collins,Sociology of Scientific Knowledge,Society,Digital & Network Society,Science & Technology Studies (STS),OurList
Harry Collins,Interactional Expertise,Society,Digital & Network Society,Science & Technology Studies (STS),OurList
Henri Bergson,Laughter,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,OurList
Henri Bergson,Élan Vital,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,OurList
Henri Bergson,Duration,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,OurList
Herman Gray,Cultural Moves,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Herman Gray,Watching Race,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Herman Gray,Post-Soul Aesthetics,Culture,Identity & Difference,"A. Gender, Race & Sexuality",OurList
Hernando de Soto,The Mystery of Capital,Economics,Institutional & Evolutionary Economics,Institutional Economics,OurList
Hernando de Soto,Property Rights,Economics,Institutional & Evolutionary Economics,Institutional Economics,OurList
Hernando de Soto,Dead Capital,Economics,Institutional & Evolutionary Economics,Institutional Economics,OurList
Hilary Mantel,Royal Bodies,ART,Literature & Literary Theory,B. Historicism & Society,OurList
Hilary Mantel,Wolf Hall,ART,Literature & Literary Theory,B. Historicism & Society,OurList
Hilary Mantel,Giving Up the Ghost,ART,Literature & Literary Theory,B. Historicism & Society,OurList
Hiroshi Aoyagi,Islands of Eight Million Smiles,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,OurList
Hiroshi Aoyagi,Idol Performance,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,OurList
Hiroshi Aoyagi,Public Apology,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,OurList
Iain Borden,"Skateboarding, Space and the City",ART,Architecture & the Built Environment,"B. Architecture, Society & Power",OurList
Iain Borden,Skateboarding as Critique,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",OurList
Iain Borden,The Unknown City,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",OurList
Ian Condry,Hip-Hop Japan,Culture,Global & Transnational Culture,A. Hybridization & World Culture,OurList
Ian Condry,The Soul of Anime,Culture,Global & Transnational Culture,A. Hybridization & World Culture,OurList
Ian Condry,Media Mix,Culture,Global & Transnational Culture,A. Hybridization & World Culture,OurList
Idelber Avelar,The Untimely Present,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Idelber Avelar,The Letter of Violence,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Idelber Avelar,Transculturation,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Ien Ang,Watching Dallas,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Ien Ang,Melodramatic Imagination,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Ien Ang,Desperately Seeking the Audience,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Imogen Tyler,Revolting Subjects,Society,Contemporary Social Theories,Social Movements,OurList
Imogen Tyler,Stigma: The Machinery of Inequality,Society,Contemporary Social Theories,Social Movements,OurList
Imogen Tyler,Social Abjection,Society,Contemporary Social Theories,Social Movements,OurList
Israel Kirzner,Entrepreneurial Alertness,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,OurList
Israel Kirzner,Discovery Process,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,OurList
Israel Kirzner,Competition and Entrepreneurship,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,OurList
Jack Katz,Seductions of Crime,Society,Advanced & Applied Social Theories,General Social Theories,OurList
Jack Katz,Moral Rage,Society,Advanced & Applied Social Theories,General Social Theories,OurList
Jack Katz,How Emotions Work,Society,Advanced & Applied Social Theories,General Social Theories,OurList
Jair Bolsonaro,Cultural Wars,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
Jair Bolsonaro,Anti-Globalism,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
Jair Bolsonaro,Bolsonarism,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
James M. Buchanan,Public Choice Theory,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,OurList
James M. Buchanan,Constitutional Economics,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,OurList
James M. Buchanan,The Calculus of Consent,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,OurList
James Lovelock,Gaia Hypothesis,Nature,Evolutionary Theory & Human Origins,B. Gene-Culture Coevolution & Human Origins,OurList
James Lovelock,Novacene,Nature,Evolutionary Theory & Human Origins,B. Gene-Culture Coevolution & Human Origins,OurList
James Lovelock,Revenge of Gaia,Nature,Evolutionary Theory & Human Origins,B. Gene-Culture Coevolution & Human Origins,OurList
James Naremore,Acting in the Cinema,Critics,Intertextual & Comparative,B. Comparative & Adaptation,OurList
James Naremore,More Than Night,Critics,Intertextual & Comparative,B. Comparative & Adaptation,OurList
James Naremore,On Kubrick,Critics,Intertextual & Comparative,B. Comparative & Adaptation,OurList
Jan-Werner Müller,What is Populism?,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
Jan-Werner Müller,Contesting Democracy,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
Jan-Werner Müller,Constitutional Patriotism,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,OurList
Janice Radway,Reading the Romance,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Janice Radway,A Feeling for Books,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Janice Radway,The End of American Studies,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,OurList
Jay David Bolter,Remediation,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,OurList
Jay David Bolter,Writing Space,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,OurList
Jay David Bolter,The Digital Plenitude,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,OurList
Jayati Ghosh,Women's Work,Economics,Development & Environmental Economics,Behavioral Development Economics,OurList
Jayati Ghosh,The Never-Ending Crisis,Economics,Development & Environmental Economics,Behavioral Development Economics,OurList
Jayati Ghosh,After Re-Emergence,Economics,Development & Environmental Economics,Behavioral Development Economics,OurList
Jean Burgess,Vernacular Creativity,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
Jean Burgess,YouTube,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,OurList
